"ID","sMAPE","RMSE","MAE","MASE"
"14132","naive","naive","naive","naive"
"14133","nnet","nnet","nnet","nnet"
"14134","snaive","snaive","snaive","snaive"
"14135","nnet","nnet","nnet","nnet"
"14136","snaive","snaive","snaive","snaive"
"14137","snaive","snaive","snaive","snaive"
"14138","naive","snaive","naive","naive"
"14139","snaive","snaive","snaive","snaive"
"14140","ets","ets","ets","ets"
"14141","naive","naive","naive","naive"
"14142","naive","naive","naive","naive"
"14143","nnet","nnet","nnet","nnet"
"14144","snaive","naive","snaive","snaive"
"14145","naive","naive","naive","naive"
"14146","ets","ets","ets","ets"
"14147","arima","arima","arima","arima"
"14148","naive","naive","naive","naive"
"14149","snaive","snaive","snaive","snaive"
"14150","arima","arima","arima","arima"
"14151","naive","naive","naive","naive"
"14152","nnet","nnet","nnet","nnet"
"14153","ets","ets","ets","ets"
"14154","naive","naive","naive","naive"
"14155","snaive","snaive","snaive","snaive"
"14156","naive","naive","naive","naive"
"14157","nnet","nnet","nnet","nnet"
"14158","snaive","snaive","snaive","snaive"
"14159","snaive","ets","snaive","snaive"
"14160","nnet","nnet","nnet","nnet"
"14161","naive","naive","naive","naive"
"14162","arima","arima","arima","arima"
"14163","nnet","nnet","nnet","nnet"
"14164","naive","naive","naive","naive"
"14165","nnet","nnet","nnet","nnet"
"14166","nnet","nnet","nnet","nnet"
"14167","naive","naive","naive","naive"
"14168","snaive","snaive","snaive","snaive"
"14169","nnet","nnet","nnet","nnet"
"14170","naive","naive","naive","naive"
"14171","arima","arima","arima","arima"
"14172","snaive","snaive","snaive","snaive"
"14173","arima","snaive","arima","arima"
"14174","arima","arima","arima","arima"
"14175","naive","snaive","naive","naive"
"14176","snaive","snaive","snaive","snaive"
"14177","nnet","nnet","nnet","nnet"
"14178","nnet","nnet","nnet","nnet"
"14179","ets","ets","ets","ets"
"14180","ets","ets","ets","ets"
"14181","arima","arima","arima","arima"
"14182","naive","arima","naive","naive"
"14183","naive","naive","naive","naive"
"14184","naive","naive","naive","naive"
"14185","nnet","nnet","nnet","nnet"
"14186","ets","ets","ets","ets"
"14187","naive","naive","naive","naive"
"14188","naive","naive","naive","naive"
"14189","snaive","snaive","snaive","snaive"
"14190","naive","naive","naive","naive"
"14191","naive","naive","naive","naive"
"14192","naive","naive","naive","naive"
"14193","nnet","nnet","nnet","nnet"
"14194","naive","naive","naive","naive"
"14195","nnet","nnet","nnet","nnet"
"14196","ets","ets","ets","ets"
"14197","snaive","snaive","snaive","snaive"
"14198","ets","ets","ets","ets"
"14199","arima","arima","arima","arima"
"14200","naive","naive","naive","naive"
"14201","arima","arima","arima","arima"
"14202","ets","ets","ets","ets"
"14203","snaive","snaive","snaive","snaive"
"14204","naive","snaive","snaive","snaive"
"14205","ets","ets","ets","ets"
"14206","ets","ets","ets","ets"
"14207","snaive","naive","snaive","snaive"
"14208","naive","naive","naive","naive"
"14209","ets","ets","ets","ets"
"14210","arima","arima","arima","arima"
"14211","snaive","snaive","snaive","snaive"
"14212","ets","ets","ets","ets"
"14213","snaive","snaive","snaive","snaive"
"14214","ets","ets","ets","ets"
"14215","nnet","nnet","nnet","nnet"
"14216","arima","arima","arima","arima"
"14217","naive","naive","naive","naive"
"14218","arima","arima","arima","arima"
"14219","snaive","snaive","snaive","snaive"
"14220","ets","ets","ets","ets"
"14221","ets","naive","ets","ets"
"14222","arima","arima","arima","arima"
"14223","naive","naive","naive","naive"
"14224","arima","arima","arima","arima"
"14225","snaive","snaive","snaive","snaive"
"14226","snaive","snaive","snaive","snaive"
"14227","arima","arima","arima","arima"
"14228","arima","ets","arima","arima"
"14229","ets","ets","ets","ets"
"14230","nnet","nnet","nnet","nnet"
"14231","arima","arima","arima","arima"
"14232","arima","arima","arima","arima"
"14233","ets","ets","ets","ets"
"14234","arima","arima","arima","arima"
"14235","arima","arima","arima","arima"
"14236","snaive","snaive","snaive","snaive"
"14237","ets","ets","ets","ets"
"14238","ets","ets","ets","ets"
"14239","snaive","snaive","snaive","snaive"
"14240","arima","arima","arima","arima"
"14241","snaive","snaive","snaive","snaive"
"14242","arima","arima","arima","arima"
"14243","arima","arima","arima","arima"
"14244","arima","arima","arima","arima"
"14245","ets","ets","ets","ets"
"14246","ets","ets","ets","ets"
"14247","snaive","snaive","snaive","snaive"
"14248","arima","arima","arima","arima"
"14249","snaive","snaive","snaive","snaive"
"14250","ets","ets","ets","ets"
"14251","nnet","nnet","nnet","nnet"
"14252","snaive","snaive","snaive","snaive"
"14253","snaive","snaive","snaive","snaive"
"14254","nnet","nnet","nnet","nnet"
"14255","ets","ets","ets","ets"
"14256","ets","ets","ets","ets"
"14257","ets","naive","ets","ets"
"14258","snaive","snaive","snaive","snaive"
"14259","arima","ets","arima","arima"
"14260","nnet","nnet","nnet","nnet"
"14261","naive","nnet","naive","naive"
"14262","ets","ets","ets","ets"
"14263","naive","naive","naive","naive"
"14264","naive","naive","naive","naive"
"14265","ets","ets","ets","ets"
"14266","arima","arima","arima","arima"
"14267","ets","ets","ets","ets"
"14268","arima","arima","arima","arima"
"14269","ets","ets","ets","ets"
"14270","arima","arima","arima","arima"
"14271","nnet","nnet","nnet","nnet"
"14272","naive","naive","naive","naive"
"14273","ets","ets","ets","ets"
"14274","arima","arima","arima","arima"
"14275","naive","naive","naive","naive"
"14276","arima","arima","arima","arima"
"14277","nnet","nnet","nnet","nnet"
"14278","arima","arima","arima","arima"
"14279","ets","ets","ets","ets"
"14280","ets","snaive","snaive","snaive"
"14281","ets","ets","ets","ets"
"14282","naive","naive","naive","naive"
"14283","snaive","ets","snaive","snaive"
"14284","nnet","nnet","nnet","nnet"
"14285","naive","naive","naive","naive"
"14286","arima","arima","arima","arima"
"14287","arima","arima","arima","arima"
"14288","snaive","snaive","snaive","snaive"
"14289","snaive","snaive","snaive","snaive"
"14290","arima","nnet","arima","arima"
"14291","ets","ets","ets","ets"
"14292","snaive","snaive","snaive","snaive"
"14293","arima","arima","arima","arima"
"14294","arima","arima","arima","arima"
"14295","arima","arima","arima","arima"
"14296","naive","nnet","naive","naive"
"14297","ets","ets","ets","ets"
"14298","nnet","nnet","nnet","nnet"
"14299","ets","arima","arima","arima"
"14300","arima","arima","arima","arima"
"14301","snaive","snaive","snaive","snaive"
"14302","ets","ets","ets","ets"
"14303","arima","arima","ets","ets"
"14304","nnet","nnet","nnet","nnet"
"14305","snaive","snaive","snaive","snaive"
"14306","naive","ets","naive","naive"
"14307","ets","ets","ets","ets"
"14308","ets","arima","naive","naive"
"14309","arima","arima","arima","arima"
"14310","arima","ets","arima","arima"
"14311","naive","naive","naive","naive"
"14312","ets","ets","ets","ets"
"14313","ets","ets","ets","ets"
"14314","ets","ets","ets","ets"
"14315","ets","snaive","ets","ets"
"14316","ets","ets","ets","ets"
"14317","snaive","snaive","snaive","snaive"
"14318","ets","ets","ets","ets"
"14319","snaive","snaive","snaive","snaive"
"14320","nnet","nnet","nnet","nnet"
"14321","nnet","nnet","nnet","nnet"
"14322","arima","arima","arima","arima"
"14323","ets","ets","ets","ets"
"14324","ets","ets","ets","ets"
"14325","ets","ets","ets","ets"
"14326","snaive","snaive","snaive","snaive"
"14327","arima","arima","arima","arima"
"14328","ets","ets","ets","ets"
"14329","naive","naive","naive","naive"
"14330","naive","naive","naive","naive"
"14331","ets","ets","ets","ets"
"14332","snaive","snaive","snaive","snaive"
"14333","naive","naive","naive","naive"
"14334","arima","arima","arima","arima"
"14335","nnet","nnet","nnet","nnet"
"14336","naive","naive","naive","naive"
"14337","arima","arima","arima","arima"
"14338","ets","ets","ets","ets"
"14339","nnet","nnet","nnet","nnet"
"14340","arima","snaive","arima","arima"
"14341","nnet","nnet","ets","ets"
"14342","ets","ets","ets","ets"
"14343","nnet","nnet","nnet","nnet"
"14344","naive","nnet","naive","naive"
"14345","arima","naive","arima","arima"
"14346","nnet","nnet","nnet","nnet"
"14347","arima","arima","arima","arima"
"14348","arima","ets","arima","arima"
"14349","snaive","snaive","snaive","snaive"
"14350","ets","nnet","ets","ets"
"14351","arima","ets","arima","arima"
"14352","naive","naive","naive","naive"
"14353","arima","arima","arima","arima"
"14354","snaive","nnet","snaive","snaive"
"14355","arima","arima","arima","arima"
"14356","ets","ets","ets","ets"
"14357","arima","arima","arima","arima"
"14358","ets","ets","ets","ets"
"14359","snaive","ets","snaive","snaive"
"14360","snaive","nnet","snaive","snaive"
"14361","naive","naive","naive","naive"
"14362","snaive","snaive","nnet","nnet"
"14363","nnet","naive","nnet","nnet"
"14364","ets","ets","ets","ets"
"14365","nnet","nnet","nnet","nnet"
"14366","arima","arima","arima","arima"
"14367","nnet","nnet","nnet","nnet"
"14368","ets","snaive","ets","ets"
"14369","nnet","nnet","nnet","nnet"
"14370","nnet","nnet","nnet","nnet"
"14371","nnet","snaive","snaive","snaive"
"14372","ets","ets","ets","ets"
"14373","snaive","snaive","snaive","snaive"
"14374","arima","naive","arima","arima"
"14375","nnet","arima","nnet","nnet"
"14376","nnet","arima","nnet","nnet"
"14377","snaive","ets","snaive","snaive"
"14378","snaive","snaive","snaive","snaive"
"14379","arima","arima","arima","arima"
"14380","arima","nnet","arima","arima"
"14381","ets","ets","ets","ets"
"14382","naive","naive","naive","naive"
"14383","naive","naive","naive","naive"
"14384","arima","arima","arima","arima"
"14385","nnet","nnet","naive","naive"
"14386","arima","nnet","nnet","nnet"
"14387","snaive","ets","snaive","snaive"
"14388","naive","ets","naive","naive"
"14389","ets","ets","ets","ets"
"14390","ets","ets","ets","ets"
"14391","ets","ets","ets","ets"
"14392","snaive","arima","snaive","snaive"
"14393","naive","naive","naive","naive"
"14394","ets","ets","ets","ets"
"14395","ets","ets","ets","ets"
"14396","ets","ets","ets","ets"
"14397","arima","arima","arima","arima"
"14398","ets","ets","ets","ets"
"14399","nnet","ets","ets","ets"
"14400","arima","ets","arima","arima"
"14401","ets","ets","ets","ets"
"14402","arima","arima","arima","arima"
"14403","naive","naive","naive","naive"
"14404","nnet","nnet","nnet","nnet"
"14405","ets","ets","ets","ets"
"14406","arima","arima","arima","arima"
"14407","arima","arima","arima","arima"
"14408","snaive","ets","arima","arima"
"14409","nnet","arima","naive","naive"
"14410","ets","ets","ets","ets"
"14411","ets","ets","ets","ets"
"14412","nnet","nnet","nnet","nnet"
"14413","snaive","snaive","snaive","snaive"
"14414","snaive","ets","arima","arima"
"14415","arima","arima","arima","arima"
"14416","ets","ets","ets","ets"
"14417","ets","ets","ets","ets"
"14418","snaive","ets","arima","arima"
"14419","ets","ets","ets","ets"
"14420","arima","ets","arima","arima"
"14421","naive","ets","naive","naive"
"14422","snaive","snaive","snaive","snaive"
"14423","nnet","nnet","nnet","nnet"
"14424","naive","naive","naive","naive"
"14425","snaive","ets","snaive","snaive"
"14426","ets","ets","ets","ets"
"14427","naive","naive","naive","naive"
"14428","ets","nnet","ets","ets"
"14429","arima","arima","arima","arima"
"14430","arima","ets","snaive","snaive"
"14431","ets","ets","ets","ets"
"14432","naive","naive","naive","naive"
"14433","naive","naive","naive","naive"
"14434","arima","snaive","arima","arima"
"14435","nnet","nnet","nnet","nnet"
"14436","ets","ets","ets","ets"
"14437","ets","ets","ets","ets"
"14438","ets","ets","ets","ets"
"14439","arima","snaive","arima","arima"
"14440","arima","arima","arima","arima"
"14441","ets","ets","ets","ets"
"14442","nnet","nnet","nnet","nnet"
"14443","ets","ets","ets","ets"
"14444","ets","ets","ets","ets"
"14445","ets","ets","ets","ets"
"14446","ets","ets","ets","ets"
"14447","snaive","snaive","snaive","snaive"
"14448","ets","ets","ets","ets"
"14449","nnet","nnet","nnet","nnet"
"14450","arima","arima","arima","arima"
"14451","ets","ets","ets","ets"
"14452","ets","nnet","ets","ets"
"14453","naive","naive","naive","naive"
"14454","snaive","ets","snaive","snaive"
"14455","snaive","arima","arima","arima"
"14456","naive","arima","naive","naive"
"14457","naive","nnet","naive","naive"
"14458","ets","ets","ets","ets"
"14459","snaive","arima","snaive","snaive"
"14460","nnet","nnet","nnet","nnet"
"14461","nnet","nnet","nnet","nnet"
"14462","ets","naive","ets","ets"
"14463","arima","arima","arima","arima"
"14464","naive","ets","naive","naive"
"14465","arima","snaive","snaive","snaive"
"14466","ets","ets","ets","ets"
"14467","arima","arima","arima","arima"
"14468","snaive","snaive","snaive","snaive"
"14469","arima","arima","arima","arima"
"14470","ets","ets","ets","ets"
"14471","naive","naive","naive","naive"
"14472","ets","ets","ets","ets"
"14473","arima","arima","arima","arima"
"14474","ets","ets","ets","ets"
"14475","ets","ets","ets","ets"
"14476","ets","ets","ets","ets"
"14477","ets","ets","ets","ets"
"14478","ets","ets","ets","ets"
"14479","snaive","snaive","snaive","snaive"
"14480","nnet","nnet","nnet","nnet"
"14481","naive","naive","naive","naive"
"14482","nnet","nnet","nnet","nnet"
"14483","naive","ets","naive","naive"
"14484","arima","arima","arima","arima"
"14485","ets","ets","ets","ets"
"14486","arima","arima","arima","arima"
"14487","ets","ets","ets","ets"
"14488","snaive","snaive","snaive","snaive"
"14489","ets","ets","ets","ets"
"14490","ets","ets","ets","ets"
"14491","nnet","nnet","nnet","nnet"
"14492","ets","ets","ets","ets"
"14493","nnet","nnet","snaive","snaive"
"14494","arima","arima","arima","arima"
"14495","ets","ets","ets","ets"
"14496","arima","arima","arima","arima"
"14497","ets","ets","ets","ets"
"14498","snaive","snaive","snaive","snaive"
"14499","snaive","snaive","snaive","snaive"
"14500","snaive","snaive","snaive","snaive"
"14501","arima","arima","arima","arima"
"14502","naive","snaive","naive","naive"
"14503","nnet","nnet","nnet","nnet"
"14504","naive","naive","naive","naive"
"14505","nnet","ets","nnet","nnet"
"14506","naive","naive","naive","naive"
"14507","nnet","nnet","nnet","nnet"
"14508","naive","naive","naive","naive"
"14509","arima","arima","arima","arima"
"14510","nnet","nnet","nnet","nnet"
"14511","ets","ets","ets","ets"
"14512","snaive","snaive","snaive","snaive"
"14513","nnet","nnet","nnet","nnet"
"14514","nnet","snaive","nnet","nnet"
"14515","ets","ets","ets","ets"
"14516","naive","naive","naive","naive"
"14517","arima","arima","arima","arima"
"14518","nnet","ets","ets","ets"
"14519","nnet","nnet","nnet","nnet"
"14520","ets","ets","ets","ets"
"14521","arima","arima","arima","arima"
"14522","arima","arima","arima","arima"
"14523","arima","arima","arima","arima"
"14524","nnet","nnet","nnet","nnet"
"14525","nnet","nnet","nnet","nnet"
"14526","naive","naive","naive","naive"
"14527","arima","arima","arima","arima"
"14528","arima","arima","arima","arima"
"14529","ets","ets","ets","ets"
"14530","naive","naive","naive","naive"
"14531","ets","ets","ets","ets"
"14532","ets","ets","ets","ets"
"14533","arima","arima","arima","arima"
"14534","arima","arima","arima","arima"
"14535","arima","arima","arima","arima"
"14536","arima","arima","arima","arima"
"14537","arima","arima","arima","arima"
"14538","naive","naive","naive","naive"
"14539","nnet","nnet","nnet","nnet"
"14540","arima","arima","arima","arima"
"14541","arima","arima","arima","arima"
"14542","arima","arima","arima","arima"
"14543","ets","ets","ets","ets"
"14544","arima","arima","arima","arima"
"14545","arima","arima","arima","arima"
"14546","arima","arima","arima","arima"
"14547","arima","ets","arima","arima"
"14548","nnet","ets","nnet","nnet"
"14549","arima","ets","ets","ets"
"14550","arima","arima","arima","arima"
"14551","ets","ets","ets","ets"
"14552","ets","ets","ets","ets"
"14553","ets","ets","ets","ets"
"14554","snaive","snaive","snaive","snaive"
"14555","ets","ets","ets","ets"
"14556","snaive","snaive","snaive","snaive"
"14557","nnet","nnet","nnet","nnet"
"14558","ets","ets","ets","ets"
"14559","ets","ets","ets","ets"
"14560","arima","arima","arima","arima"
"14561","ets","ets","ets","ets"
"14562","arima","arima","arima","arima"
"14563","ets","ets","ets","ets"
"14564","ets","ets","ets","ets"
"14565","arima","snaive","arima","arima"
"14566","snaive","arima","snaive","snaive"
"14567","arima","arima","arima","arima"
"14568","nnet","ets","ets","ets"
"14569","ets","ets","ets","ets"
"14570","arima","arima","arima","arima"
"14571","arima","arima","arima","arima"
"14572","ets","ets","ets","ets"
"14573","arima","arima","arima","arima"
"14574","arima","arima","arima","arima"
"14575","ets","ets","ets","ets"
"14576","ets","arima","ets","ets"
"14577","arima","arima","arima","arima"
"14578","arima","ets","arima","arima"
"14579","arima","arima","arima","arima"
"14580","arima","arima","arima","arima"
"14581","arima","arima","arima","arima"
"14582","ets","ets","ets","ets"
"14583","arima","arima","arima","arima"
"14584","arima","arima","arima","arima"
"14585","arima","arima","arima","arima"
"14586","arima","arima","arima","arima"
"14587","arima","arima","arima","arima"
"14588","snaive","snaive","snaive","snaive"
"14589","ets","ets","ets","ets"
"14590","nnet","ets","nnet","nnet"
"14591","arima","arima","arima","arima"
"14592","arima","ets","ets","ets"
"14593","nnet","nnet","nnet","nnet"
"14594","nnet","nnet","nnet","nnet"
"14595","arima","arima","arima","arima"
"14596","ets","ets","ets","ets"
"14597","ets","ets","ets","ets"
"14598","arima","arima","arima","arima"
"14599","arima","arima","arima","arima"
"14600","arima","arima","arima","arima"
"14601","arima","arima","arima","arima"
"14602","arima","arima","arima","arima"
"14603","arima","arima","arima","arima"
"14604","arima","arima","arima","arima"
"14605","ets","ets","ets","ets"
"14606","ets","ets","ets","ets"
"14607","arima","arima","arima","arima"
"14608","arima","arima","arima","arima"
"14609","ets","ets","ets","ets"
"14610","arima","arima","arima","arima"
"14611","arima","arima","arima","arima"
"14612","arima","arima","arima","arima"
"14613","ets","ets","ets","ets"
"14614","nnet","nnet","nnet","nnet"
"14615","ets","ets","ets","ets"
"14616","ets","ets","ets","ets"
"14617","arima","arima","arima","arima"
"14618","ets","ets","ets","ets"
"14619","arima","arima","arima","arima"
"14620","ets","ets","ets","ets"
"14621","nnet","nnet","nnet","nnet"
"14622","arima","arima","arima","arima"
"14623","arima","arima","arima","arima"
"14624","naive","naive","naive","naive"
"14625","arima","arima","arima","arima"
"14626","arima","arima","arima","arima"
"14627","arima","arima","arima","arima"
"14628","arima","arima","arima","arima"
"14629","snaive","snaive","snaive","snaive"
"14630","nnet","nnet","nnet","nnet"
"14631","arima","arima","arima","arima"
"14632","arima","arima","arima","arima"
"14633","nnet","nnet","nnet","nnet"
"14634","arima","arima","arima","arima"
"14635","nnet","nnet","nnet","nnet"
"14636","ets","ets","ets","ets"
"14637","arima","arima","arima","arima"
"14638","ets","ets","ets","ets"
"14639","snaive","nnet","nnet","nnet"
"14640","arima","arima","arima","arima"
"14641","arima","arima","arima","arima"
"14642","snaive","snaive","snaive","snaive"
"14643","nnet","nnet","nnet","nnet"
"14644","naive","naive","naive","naive"
"14645","arima","arima","arima","arima"
"14646","ets","ets","ets","ets"
"14647","ets","ets","ets","ets"
"14648","ets","ets","ets","ets"
"14649","nnet","nnet","nnet","nnet"
"14650","arima","arima","arima","arima"
"14651","naive","naive","naive","naive"
"14652","nnet","nnet","nnet","nnet"
"14653","ets","ets","ets","ets"
"14654","snaive","snaive","snaive","snaive"
"14655","arima","ets","arima","arima"
"14656","nnet","nnet","nnet","nnet"
"14657","nnet","nnet","nnet","nnet"
"14658","arima","arima","arima","arima"
"14659","nnet","nnet","nnet","nnet"
"14660","arima","arima","arima","arima"
"14661","nnet","nnet","nnet","nnet"
"14662","ets","ets","ets","ets"
"14663","snaive","snaive","snaive","snaive"
"14664","arima","arima","arima","arima"
"14665","naive","naive","naive","naive"
"14666","arima","arima","arima","arima"
"14667","arima","arima","arima","arima"
"14668","ets","ets","ets","ets"
"14669","ets","snaive","snaive","snaive"
"14670","arima","arima","arima","arima"
"14671","arima","arima","arima","arima"
"14672","arima","arima","arima","arima"
"14673","naive","naive","naive","naive"
"14674","nnet","ets","nnet","nnet"
"14675","arima","arima","arima","arima"
"14676","nnet","nnet","nnet","nnet"
"14677","arima","arima","arima","arima"
"14678","ets","ets","ets","ets"
"14679","nnet","nnet","nnet","nnet"
"14680","naive","naive","naive","naive"
"14681","arima","arima","arima","arima"
"14682","nnet","nnet","nnet","nnet"
"14683","naive","naive","naive","naive"
"14684","nnet","nnet","nnet","nnet"
"14685","snaive","snaive","snaive","snaive"
"14686","snaive","snaive","snaive","snaive"
"14687","arima","arima","arima","arima"
"14688","arima","arima","arima","arima"
"14689","ets","ets","ets","ets"
"14690","ets","ets","ets","ets"
"14691","arima","arima","arima","arima"
"14692","ets","snaive","nnet","nnet"
"14693","arima","arima","arima","arima"
"14694","snaive","snaive","snaive","snaive"
"14695","snaive","snaive","snaive","snaive"
"14696","snaive","snaive","snaive","snaive"
"14697","snaive","snaive","snaive","snaive"
"14698","nnet","nnet","nnet","nnet"
"14699","ets","ets","ets","ets"
"14700","arima","arima","arima","arima"
"14701","arima","ets","arima","arima"
"14702","naive","naive","naive","naive"
"14703","arima","arima","arima","arima"
"14704","naive","naive","naive","naive"
"14705","arima","arima","arima","arima"
"14706","arima","arima","arima","arima"
"14707","naive","naive","naive","naive"
"14708","naive","snaive","snaive","snaive"
"14709","nnet","nnet","nnet","nnet"
"14710","ets","ets","ets","ets"
"14711","arima","arima","arima","arima"
"14712","ets","ets","ets","ets"
"14713","nnet","nnet","nnet","nnet"
"14714","snaive","snaive","snaive","snaive"
"14715","naive","naive","naive","naive"
"14716","nnet","nnet","nnet","nnet"
"14717","nnet","nnet","nnet","nnet"
"14718","snaive","nnet","nnet","nnet"
"14719","nnet","nnet","nnet","nnet"
"14720","arima","arima","arima","arima"
"14721","arima","arima","arima","arima"
"14722","nnet","arima","nnet","nnet"
"14723","arima","arima","arima","arima"
"14724","ets","ets","ets","ets"
"14725","nnet","nnet","nnet","nnet"
"14726","naive","naive","naive","naive"
"14727","nnet","nnet","nnet","nnet"
"14728","nnet","nnet","nnet","nnet"
"14729","nnet","nnet","nnet","nnet"
"14730","nnet","naive","nnet","nnet"
"14731","naive","naive","naive","naive"
"14732","arima","arima","arima","arima"
"14733","arima","arima","arima","arima"
"14734","nnet","nnet","nnet","nnet"
"14735","naive","naive","naive","naive"
"14736","ets","ets","ets","ets"
"14737","naive","naive","naive","naive"
"14738","arima","arima","arima","arima"
"14739","naive","naive","naive","naive"
"14740","snaive","snaive","snaive","snaive"
"14741","naive","naive","naive","naive"
"14742","nnet","nnet","nnet","nnet"
"14743","nnet","snaive","nnet","nnet"
"14744","arima","arima","arima","arima"
"14745","ets","ets","ets","ets"
"14746","arima","arima","arima","arima"
"14747","naive","naive","naive","naive"
"14748","nnet","nnet","nnet","nnet"
"14749","nnet","nnet","nnet","nnet"
"14750","nnet","nnet","nnet","nnet"
"14751","arima","arima","arima","arima"
"14752","ets","ets","ets","ets"
"14753","nnet","nnet","nnet","nnet"
"14754","snaive","snaive","snaive","snaive"
"14755","nnet","nnet","nnet","nnet"
"14756","arima","arima","arima","arima"
"14757","snaive","snaive","snaive","snaive"
"14758","arima","arima","arima","arima"
"14759","snaive","snaive","arima","arima"
"14760","arima","arima","arima","arima"
"14761","ets","ets","ets","ets"
"14762","arima","arima","arima","arima"
"14763","nnet","nnet","nnet","nnet"
"14764","nnet","nnet","ets","ets"
"14765","arima","arima","arima","arima"
"14766","nnet","nnet","nnet","nnet"
"14767","naive","naive","naive","naive"
"14768","ets","ets","ets","ets"
"14769","arima","arima","arima","arima"
"14770","arima","arima","arima","arima"
"14771","snaive","snaive","snaive","snaive"
"14772","naive","naive","naive","naive"
"14773","ets","snaive","ets","ets"
"14774","snaive","snaive","snaive","snaive"
"14775","ets","naive","ets","ets"
"14776","naive","naive","naive","naive"
"14777","arima","arima","arima","arima"
"14778","ets","ets","ets","ets"
"14779","arima","arima","arima","arima"
"14780","ets","ets","ets","ets"
"14781","arima","arima","arima","arima"
"14782","arima","arima","arima","arima"
"14783","naive","ets","ets","ets"
"14784","ets","ets","ets","ets"
"14785","ets","ets","ets","ets"
"14786","ets","ets","ets","ets"
"14787","nnet","nnet","nnet","nnet"
"14788","snaive","snaive","snaive","snaive"
"14789","nnet","nnet","nnet","nnet"
"14790","nnet","nnet","nnet","nnet"
"14791","ets","ets","ets","ets"
"14792","ets","ets","ets","ets"
"14793","naive","naive","naive","naive"
"14794","arima","arima","arima","arima"
"14795","ets","ets","ets","ets"
"14796","arima","arima","arima","arima"
"14797","ets","ets","ets","ets"
"14798","ets","ets","ets","ets"
"14799","arima","arima","arima","arima"
"14800","arima","arima","arima","arima"
"14801","ets","arima","ets","ets"
"14802","snaive","snaive","snaive","snaive"
"14803","naive","naive","naive","naive"
"14804","ets","ets","ets","ets"
"14805","ets","nnet","ets","ets"
"14806","arima","arima","arima","arima"
"14807","naive","naive","naive","naive"
"14808","arima","arima","arima","arima"
"14809","arima","arima","arima","arima"
"14810","arima","arima","arima","arima"
"14811","naive","naive","naive","naive"
"14812","ets","ets","ets","ets"
"14813","ets","ets","ets","ets"
"14814","ets","ets","ets","ets"
"14815","nnet","nnet","nnet","nnet"
"14816","arima","arima","arima","arima"
"14817","arima","arima","arima","arima"
"14818","ets","ets","ets","ets"
"14819","arima","arima","arima","arima"
"14820","arima","arima","arima","arima"
"14821","ets","ets","ets","ets"
"14822","ets","ets","ets","ets"
"14823","arima","arima","arima","arima"
"14824","ets","ets","ets","ets"
"14825","arima","arima","arima","arima"
"14826","arima","arima","arima","arima"
"14827","arima","arima","arima","arima"
"14828","nnet","nnet","nnet","nnet"
"14829","arima","arima","arima","arima"
"14830","arima","arima","arima","arima"
"14831","snaive","snaive","snaive","snaive"
"14832","arima","arima","arima","arima"
"14833","nnet","nnet","nnet","nnet"
"14834","arima","arima","arima","arima"
"14835","arima","arima","arima","arima"
"14836","naive","naive","naive","naive"
"14837","naive","naive","naive","naive"
"14838","arima","arima","arima","arima"
"14839","arima","arima","arima","arima"
"14840","arima","arima","arima","arima"
"14841","arima","arima","arima","arima"
"14842","nnet","nnet","nnet","nnet"
"14843","ets","ets","ets","ets"
"14844","naive","naive","naive","naive"
"14845","naive","naive","naive","naive"
"14846","naive","naive","naive","naive"
"14847","arima","arima","arima","arima"
"14848","ets","arima","ets","ets"
"14849","naive","naive","naive","naive"
"14850","ets","naive","ets","ets"
"14851","naive","naive","naive","naive"
"14852","nnet","nnet","nnet","nnet"
"14853","nnet","naive","nnet","nnet"
"14854","ets","ets","ets","ets"
"14855","ets","ets","ets","ets"
"14856","arima","arima","arima","arima"
"14857","ets","snaive","ets","ets"
"14858","nnet","snaive","nnet","nnet"
"14859","ets","naive","ets","ets"
"14860","naive","naive","naive","naive"
"14861","naive","naive","naive","naive"
"14862","naive","naive","naive","naive"
"14863","naive","snaive","naive","naive"
"14864","nnet","arima","nnet","nnet"
"14865","ets","naive","ets","ets"
"14866","snaive","snaive","snaive","snaive"
"14867","nnet","nnet","nnet","nnet"
"14868","naive","naive","naive","naive"
"14869","ets","ets","ets","ets"
"14870","naive","naive","naive","naive"
"14871","ets","naive","ets","ets"
"14872","arima","arima","arima","arima"
"14873","naive","nnet","naive","naive"
"14874","arima","arima","arima","arima"
"14875","ets","ets","ets","ets"
"14876","naive","naive","naive","naive"
"14877","naive","ets","naive","naive"
"14878","naive","naive","naive","naive"
"14879","ets","ets","ets","ets"
"14880","naive","naive","naive","naive"
"14881","ets","ets","ets","ets"
"14882","naive","arima","naive","naive"
"14883","naive","naive","naive","naive"
"14884","naive","naive","naive","naive"
"14885","ets","ets","ets","ets"
"14886","nnet","arima","nnet","nnet"
"14887","ets","ets","ets","ets"
"14888","naive","ets","naive","naive"
"14889","naive","naive","naive","naive"
"14890","ets","ets","ets","ets"
"14891","arima","arima","arima","arima"
"14892","arima","arima","arima","arima"
"14893","arima","arima","arima","arima"
"14894","ets","ets","ets","ets"
"14895","snaive","snaive","snaive","snaive"
"14896","arima","arima","arima","arima"
"14897","arima","arima","arima","arima"
"14898","ets","ets","ets","ets"
"14899","ets","arima","ets","ets"
"14900","nnet","nnet","nnet","nnet"
"14901","snaive","snaive","snaive","snaive"
